analysis_date,export,batch_id,sample_id,CO2_FID,CO2_TCD,CH4_FID,CH4_TCD,N2O_ECD
4/21/22 19:30,20220422_gorskywinter_box1.txt,POND,HP_2022-01-12_Air_1,365.05168,429.75404,1.61732,0,0.55308
4/21/22 19:45,20220422_gorskywinter_box1.txt,POND,HP_2022-01-12_Air_2,454.37573,517.01307,1.36685,0,0.46064
4/21/22 20:00,20220422_gorskywinter_box1.txt,POND,LM-ARB_2022-01-12_Air_1,367.03255,449.62077,1.31556,0,0.42942
4/21/22 20:15,20220422_gorskywinter_box1.txt,POND,LM-ARB_2022-01-12_Air_2,381.58208,453.0481,1.21724,0,0.40374
4/21/22 20:30,20220422_gorskywinter_box1.txt,POND,UM-ARB_2022-01-12_Air_1,361.47668,433.90275,1.26799,0,0.41933
4/21/22 20:46,20220422_gorskywinter_box1.txt,POND,UM-ARB_2022-01-12_Air_2,372.5768,444.27609,1.19173,0,0.40669
4/21/22 21:01,20220422_gorskywinter_box1.txt,POND,OPP-E_2022-01-12_Air_1,360.17916,432.60459,1.01122,0,0.40294
4/21/22 21:16,20220422_gorskywinter_box1.txt,POND,OPP-E_2022-01-12_Air_2,359.85782,424.25602,1.08346,0,0.412
4/21/22 21:31,20220422_gorskywinter_box1.txt,POND,OPP-W_2022-01-12_Air_1,599.025,657.91795,1.46816,0,0.41743
4/21/22 21:46,20220422_gorskywinter_box1.txt,POND,OPP-W_2022-01-12_Air_2,369.33096,439.04134,1.26654,0,0.41389
4/21/22 22:01,20220422_gorskywinter_box1.txt,POND,L60_2022-01-13_Air_1,370.58097,444.76325,0.90608,0,0.4205
4/21/22 22:17,20220422_gorskywinter_box1.txt,POND,L60_2022-01-13_Air_2,360.65059,425.87053,1.28118,0,0.41834
4/21/22 22:32,20220422_gorskywinter_box1.txt,POND,ALC_2022-01-13_Air_1,387.46539,456.94983,1.0694,0,0.43348
4/21/22 22:47,20220422_gorskywinter_box1.txt,POND,ALC_2022-01-13_Air_2,390.57364,453.63861,1.23351,0,0.42454
4/21/22 23:02,20220422_gorskywinter_box1.txt,POND,DCSW1_2022-01-13_Air_1,383.99642,448.67993,1.21327,0,0.42039
4/21/22 23:17,20220422_gorskywinter_box1.txt,POND,DCSW1_2022-01-13_Air_2,376.89396,449.0735,1.40003,0,0.43114
4/21/22 23:32,20220422_gorskywinter_box1.txt,POND,DCSW2_2022-01-13_Air_1,383.27575,452.32847,1.10633,0,0.43656
4/21/22 23:48,20220422_gorskywinter_box1.txt,POND,DCSW2_2022-01-13_Air_2,371.60615,436.13763,1.07207,0,0.42815
4/22/22 0:03,20220422_gorskywinter_box1.txt,POND,DCSW3_2022-01-13_Air_1,374.49587,441.68528,0.98867,0,0.4377
4/22/22 0:18,20220422_gorskywinter_box1.txt,POND,DCSW3_2022-01-13_Air_2,380.10051,450.75584,1.16081,0,0.43038
4/22/22 0:33,20220422_gorskywinter_box1.txt,POND,CAP_2022-01-13_Air_1,370.25132,424.89261,1.11958,0,0.44226
4/22/22 0:48,20220422_gorskywinter_box1.txt,POND,CAP_2022-01-13_Air_2,383.24352,444.31302,1.14879,0,0.43488
4/22/22 1:03,20220422_gorskywinter_box1.txt,POND,DOBA5_2022-01-13_Air_1,410.55029,465.43531,1.27482,0,0.44405
4/22/22 1:19,20220422_gorskywinter_box1.txt,POND,DOBA5_2022-01-13_Air_2,382.29863,451.13039,1.27913,0,0.44965
4/22/22 1:34,20220422_gorskywinter_box1.txt,POND,DOBA4_2022-01-13_Air_1,432.3595,496.66276,1.25042,0,0.43735
4/22/22 1:49,20220422_gorskywinter_box1.txt,POND,DOBA4_2022-01-13_Air_2,611.40172,663.7152,1.08188,0,0.43975
4/22/22 2:04,20220422_gorskywinter_box1.txt,POND,KP_2022-01-14_Air_1,365.52406,432.44533,0.96707,0,0.43286
4/22/22 2:19,20220422_gorskywinter_box1.txt,POND,KP_2022-01-14_Air_2,363.73053,425.50025,0.81871,0,0.43634
4/22/22 2:34,20220422_gorskywinter_box1.txt,POND,ELV_2022-01-14_Air_1,365.88834,427.77506,1.44829,0,0.43639
4/22/22 2:50,20220422_gorskywinter_box1.txt,POND,ELV_2022-01-14_Air_2,356.05196,426.65316,1.21839,0,0.43826
4/22/22 3:05,20220422_gorskywinter_box1.txt,POND,MDT_2022-01-14_Air_1,362.85399,421.61751,1.23365,0,0.43733
4/22/22 3:20,20220422_gorskywinter_box1.txt,POND,MDT_2022-01-14_Air_2,365.53057,424.22035,0.84182,0,0.44635
4/22/22 3:35,20220422_gorskywinter_box1.txt,POND,O-N_2022-01-14_Air_1,358.69194,417.32961,0.95133,0,0.44485
4/22/22 3:50,20220422_gorskywinter_box1.txt,POND,O-N_2022-01-14_Air_2,363.3761,424.07921,1.13565,0,0.45342
4/22/22 4:05,20220422_gorskywinter_box1.txt,POND,O-S_2022-01-14_Air_1,359.26716,426.25865,1.15608,0,0.45255
4/22/22 4:21,20220422_gorskywinter_box1.txt,POND,O-S_2022-01-14_Air_2,360.40052,426.30809,1.27243,0,0.4542
4/22/22 4:36,20220422_gorskywinter_box1.txt,POND,DOBA7_2022-01-14_Air_1,390.09861,455.85992,1.14735,0,0.45221
4/22/22 4:51,20220422_gorskywinter_box1.txt,POND,DOBA7_2022-01-14_Air_2,357.43599,431.56008,1.17726,0,0.45051
4/22/22 5:06,20220422_gorskywinter_box1.txt,POND,DOBA8_2022-01-14_Air_1,449.95188,511.64114,1.12422,0,0.45565
4/22/22 5:21,20220422_gorskywinter_box1.txt,POND,DOBA8_2022-01-14_Air_2,373.85401,441.78919,1.05163,0,0.45685
4/22/22 5:36,20220422_gorskywinter_box1.txt,POND,HP_2022-01-31_Air_1,366.1365,434.77045,1.20873,0,0.4807
4/22/22 5:52,20220422_gorskywinter_box1.txt,POND,HP_2022-01-31_Air_2,364.61177,427.65636,1.31206,0,0.46397
4/22/22 6:07,20220422_gorskywinter_box1.txt,POND,LM-ARB_2022-01-31_Air_1,366.55042,441.18887,1.14531,0,0.46215
4/22/22 6:22,20220422_gorskywinter_box1.txt,POND,LM-ARB_2022-01-31_Air_2,374.03798,430.79781,1.0665,0,0.46166
4/22/22 6:37,20220422_gorskywinter_box1.txt,POND,UM-ARB_2022-01-31_Air_1,369.95593,426.81349,1.2095,0,0.46222
4/22/22 6:52,20220422_gorskywinter_box1.txt,POND,UM-ARB_2022-01-31_Air_2,364.14402,437.73101,1.11091,0,0.46122
4/22/22 7:08,20220422_gorskywinter_box1.txt,POND,OPP-E_2022-01-31_Air_1,425.77069,501.20101,1.04293,0,0.46937
